member,member_index,resolution,predictor,value
"Block(4,0.1)",20,2,P3,0.5000000000000008
"Block(4,0.1)",20,2,P4,nan
"Block(4,0.1)",20,2,P4_method,not-solved
"Block(4,0.1)",20,2,P4-int,128.0
"Block(4,0.1)",20,2,P5_outdeg,32.0
"Block(4,0.1)",20,2,P5_persist,0.02812500000000001
"Block(4,0.1)",20,2,P6,60.88641016714473
"Block(4,0.1)",20,2,P7(1),4.7191410917488834e+107
"Block(4,0.1)",20,2,P7(2),7.962208188719991e+96
"Block(4,0.1)",20,2,P7_method,closed
"Block(4,0.1)",20,2,P7_se,0.0
"Block(4,0.1)",20,2,P8,0.9999999999999812
"Block(4,0.1)",20,2,P8_min,0.9999999999999808
"Block(4,0.1)",20,4,P1(a=0),64.0
"Block(4,0.1)",20,4,P1(a=1),64.00000000000001
"Block(4,0.1)",20,4,P1(a=2),63.999999999999986
"Block(4,0.1)",20,4,P2,64.0
"Block(4,0.1)",20,4,P2_mean,64.0
"Block(4,0.1)",20,4,P3,0.5000000000000008
"Block(4,0.1)",20,4,P4,0.9999999999999916
"Block(4,0.1)",20,4,P4_method,solved
"Block(4,0.1)",20,4,P4-int,64.0
"Block(4,0.1)",20,4,P5_outdeg,16.0
"Block(4,0.1)",20,4,P5_persist,0.05625000000000002
"Block(4,0.1)",20,4,P6,60.88641016714456
"Block(4,0.1)",20,4,P7(1),6.486541726039834e+85
"Block(4,0.1)",20,4,P7(2),5.182442187005829e+74
"Block(4,0.1)",20,4,P7_method,closed
"Block(4,0.1)",20,4,P7_se,0.0
"Block(4,0.1)",20,4,P8,1.0000000000000062
"Block(4,0.1)",20,4,P8_min,1.0000000000000047
"Block(4,0.1)",20,8,P1(a=0),32.0
"Block(4,0.1)",20,8,P1(a=1),32.00000000000001
"Block(4,0.1)",20,8,P1(a=2),31.999999999999993
"Block(4,0.1)",20,8,P2,32.0
"Block(4,0.1)",20,8,P2_mean,32.0
"Block(4,0.1)",20,8,P3,0.5000000000000008
"Block(4,0.1)",20,8,P4,0.9999999999999976
"Block(4,0.1)",20,8,P4_method,solved
"Block(4,0.1)",20,8,P4-int,32.0
"Block(4,0.1)",20,8,P5_outdeg,32.0
"Block(4,0.1)",20,8,P5_persist,0.11250000000000002
"Block(4,0.1)",20,8,P6,60.88641016714445
"Block(4,0.1)",20,8,P7(1),4.281681965830485e+62
"Block(4,0.1)",20,8,P7(2),1.1391220482757713e+52
"Block(4,0.1)",20,8,P7_method,closed
"Block(4,0.1)",20,8,P7_se,0.0
"Block(4,0.1)",20,8,P8,0.9999999999999988
"Block(4,0.1)",20,8,P8_min,0.9999999999999963
"Block(4,0.1)",20,16,P1(a=0),16.0
"Block(4,0.1)",20,16,P1(a=1),16.000000000000004
"Block(4,0.1)",20,16,P1(a=2),15.999999999999996
"Block(4,0.1)",20,16,P2,16.0
"Block(4,0.1)",20,16,P2_mean,16.0
"Block(4,0.1)",20,16,P3,0.5000000000000008
"Block(4,0.1)",20,16,P4,1.0
"Block(4,0.1)",20,16,P4_method,solved
"Block(4,0.1)",20,16,P4-int,16.0
"Block(4,0.1)",20,16,P5_outdeg,16.0
"Block(4,0.1)",20,16,P5_persist,0.22500000000000006
"Block(4,0.1)",20,16,P6,60.88641016714439
"Block(4,0.1)",20,16,P7(1),1.3963368948840863e+38
"Block(4,0.1)",20,16,P7(2),1.96682240300262e+29
"Block(4,0.1)",20,16,P7_method,closed
"Block(4,0.1)",20,16,P7_se,0.0
"Block(4,0.1)",20,16,P8,0.9999999999999931
"Block(4,0.1)",20,16,P8_min,0.9999999999999911
"Block(16,0.02)",21,1,P1(a=0),256.0
"Block(16,0.02)",21,1,P1(a=1),255.99999999996442
"Block(16,0.02)",21,1,P1(a=2),256.0000000000157
"Block(16,0.02)",21,1,P2,256.0
"Block(16,0.02)",21,1,P2_mean,256.0
"Block(16,0.02)",21,1,P3,0.49999999999999734
"Block(16,0.02)",21,1,P4,nan
"Block(16,0.02)",21,1,P4_method,not-solved
"Block(16,0.02)",21,1,P4-int,256.0
"Block(16,0.02)",21,1,P5_outdeg,16.0
"Block(16,0.02)",21,1,P5_persist,0.061250000000000006
"Block(16,0.02)",21,1,P6,167.70487071603225
"Block(16,0.02)",21,1,P7(1),1.5427992211220738e+78
"Block(16,0.02)",21,1,P7(2),4.776450866767244e+70
"Block(16,0.02)",21,1,P7_method,closed
"Block(16,0.02)",21,1,P7_se,0.0
"Block(16,0.02)",21,1,P8,0.9999999999999946
"Block(16,0.02)",21,1,P8_min,0.999999999999994
"Block(16,0.02)",21,2,P1(a=0),128.0
"Block(16,0.02)",21,2,P1(a=1),127.99999999998495
"Block(16,0.02)",21,2,P1(a=2),128.00000000000784
"Block(16,0.02)",21,2,P2,128.0
"Block(16,0.02)",21,2,P2_mean,128.0
"Block(16,0.02)",21,2,P3,0.49999999999999734
"Block(16,0.02)",21,2,P4,nan
"Block(16,0.02)",21,2,P4_method,not-solved
"Block(16,0.02)",21,2,P4-int,128.0
"Block(16,0.02)",21,2,P5_outdeg,8.0
"Block(16,0.02)",21,2,P5_persist,0.12250000000000007
"Block(16,0.02)",21,2,P6,167.70487071603208
"Block(16,0.02)",21,2,P7(1),6.773833058477382e+54
"Block(16,0.02)",21,2,P7(2),1.0447177605827055e+48
"Block(16,0.02)",21,2,P7_method,closed
"Block(16,0.02)",21,2,P7_se,0.0
"Block(16,0.02)",21,2,P8,0.9999999999999647
"Block(16,0.02)",21,2,P8_min,0.9999999999999634
"Block(16,0.02)",21,4,P1(a=0),64.0
"Block(16,0.02)",21,4,P1(a=1),63.99999999999382
"Block(16,0.02)",21,4,P1(a=2),64.00000000000392
"Block(16,0.02)",21,4,P2,64.0
"Block(16,0.02)",21,4,P2_mean,64.0
"Block(16,0.02)",21,4,P3,0.49999999999999734
"Block(16,0.02)",21,4,P4,0.9999999999999994
"Block(16,0.02)",21,4,P4_method,solved
"Block(16,0.02)",21,4,P4-int,64.0
"Block(16,0.02)",21,4,P5_outdeg,4.0
"Block(16,0.02)",21,4,P5_persist,0.24500000000000005
"Block(16,0.02)",21,4,P6,167.70487071603213
"Block(16,0.02)",21,4,P7(1),1.757769271975454e+30
"Block(16,0.02)",21,4,P7(2),1.8109532224640768e+25
"Block(16,0.02)",21,4,P7_method,closed
"Block(16,0.02)",21,4,P7_se,0.0
"Block(16,0.02)",21,4,P8,0.9999999999999634
"Block(16,0.02)",21,4,P8_min,0.9999999999999614
"Block(16,0.02)",21,8,P1(a=0),32.0
"Block(16,0.02)",21,8,P1(a=1),31.999999999997588
"Block(16,0.02)",21,8,P1(a=2),32.00000000000196
"Block(16,0.02)",21,8,P2,32.0
"Block(16,0.02)",21,8,P2_mean,32.0
"Block(16,0.02)",21,8,P3,0.49999999999999734
"Block(16,0.02)",21,8,P4,0.9999999999999865
"Block(16,0.02)",21,8,P4_method,solved
"Block(16,0.02)",21,8,P4-int,32.0
"Block(16,0.02)",21,8,P5_outdeg,2.0
"Block(16,0.02)",21,8,P5_persist,0.4899999999999999
"Block(16,0.02)",21,8,P6,167.7048707160326
"Block(16,0.02)",21,8,P7(1),9105179.177929163
"Block(16,0.02)",21,8,P7(2),6024.953429240636
"Block(16,0.02)",21,8,P7_method,closed
"Block(16,0.02)",21,8,P7_se,0.0
"Block(16,0.02)",21,8,P8,0.9999999999999736
"Block(16,0.02)",21,8,P8_min,0.999999999999972
"Block(16,0.02)",21,16,P1(a=0),16.0
"Block(16,0.02)",21,16,P1(a=1),15.99999999999913
"Block(16,0.02)",21,16,P1(a=2),16.00000000000098
"Block(16,0.02)",21,16,P2,16.0
"Block(16,0.02)",21,16,P2_mean,16.0
"Block(16,0.02)",21,16,P3,0.49999999999999734
"Block(16,0.02)",21,16,P4,1.0
"Block(16,0.02)",21,16,P4_method,solved
"Block(16,0.02)",21,16,P4-int,16.0
"Block(16,0.02)",21,16,P5_outdeg,1.0
"Block(16,0.02)",21,16,P5_persist,0.9800000000000003
"Block(16,0.02)",21,16,P6,167.70487071603245
"Block(16,0.02)",21,16,P7(1),2166.0731247457666
"Block(16,0.02)",21,16,P7(2),190.18118304121347
"Block(16,0.02)",21,16,P7_method,closed
"Block(16,0.02)",21,16,P7_se,0.0
"Block(16,0.02)",21,16,P8,0.9999999999999779
"Block(16,0.02)",21,16,P8_min,0.9999999999999777
"Block(16,0.1)",22,1,P1(a=0),256.0
"Block(16,0.1)",22,1,P1(a=1),256.0000000000187
"Block(16,0.1)",22,1,P1(a=2),255.99999999999173
"Block(16,0.1)",22,1,P2,256.0
"Block(16,0.1)",22,1,P2_mean,256.0
"Block(16,0.1)",22,1,P3,0.49999999999999767
"Block(16,0.1)",22,1,P4,nan
"Block(16,0.1)",22,1,P4_method,not-solved
"Block(16,0.1)",22,1,P4-int,256.0
"Block(16,0.1)",22,1,P5_outdeg,16.0
"Block(16,0.1)",22,1,P5_persist,0.05625000000000003
"Block(16,0.1)",22,1,P6,139.30884663923757
"Block(16,0.1)",22,1,P7(1),7.717581690887003e+90
"Block(16,0.1)",22,1,P7(2),2.4786473662059882e+75
"Block(16,0.1)",22,1,P7_method,closed
"Block(16,0.1)",22,1,P7_se,0.0
"Block(16,0.1)",22,1,P8,0.9999999999999952
"Block(16,0.1)",22,1,P8_min,0.9999999999999941
"Block(16,0.1)",22,2,P1(a=0),128.0
"Block(16,0.1)",22,2,P1(a=1),128.00000000000807
"Block(16,0.1)",22,2,P1(a=2),127.99999999999586
"Block(16,0.1)",22,2,P2,128.0
"Block(16,0.1)",22,2,P2_mean,128.0
"Block(16,0.1)",22,2,P3,0.49999999999999767
"Block(16,0.1)",22,2,P4,nan
"Block(16,0.1)",22,2,P4_method,not-solved
"Block(16,0.1)",22,2,P4-int,128.0
"Block(16,0.1)",22,2,P5_outdeg,8.0
"Block(16,0.1)",22,2,P5_persist,0.1125
"Block(16,0.1)",22,2,P6,139.30884663923956
"Block(16,0.1)",22,2,P7(1),5.094275461613422e+67
"Block(16,0.1)",22,2,P7(2),5.426564734581853e+52
"Block(16,0.1)",22,2,P7_method,closed
"Block(16,0.1)",22,2,P7_se,0.0
"Block(16,0.1)",22,2,P8,1.0000000000000067
"Block(16,0.1)",22,2,P8_min,1.0000000000000062
"Block(16,0.1)",22,4,P1(a=0),64.0
"Block(16,0.1)",22,4,P1(a=1),64.00000000000324
"Block(16,0.1)",22,4,P1(a=2),63.99999999999793
"Block(16,0.1)",22,4,P2,64.0
"Block(16,0.1)",22,4,P2_mean,64.0
"Block(16,0.1)",22,4,P3,0.49999999999999767
"Block(16,0.1)",22,4,P4,0.9999999999999858
"Block(16,0.1)",22,4,P4_method,solved
"Block(16,0.1)",22,4,P4-int,64.0
"Block(16,0.1)",22,4,P5_outdeg,4.0
"Block(16,0.1)",22,4,P5_persist,0.22500000000000003
"Block(16,0.1)",22,4,P6,139.30884663923933
"Block(16,0.1)",22,4,P7(1),1.6613388935754075e+43
"Block(16,0.1)",22,4,P7(2),9.399314917568187e+29
"Block(16,0.1)",22,4,P7_method,closed
"Block(16,0.1)",22,4,P7_se,0.0
"Block(16,0.1)",22,4,P8,1.0000000000000095
"Block(16,0.1)",22,4,P8_min,1.0000000000000047
"Block(16,0.1)",22,8,P1(a=0),32.0
"Block(16,0.1)",22,8,P1(a=1),32.00000000000128
"Block(16,0.1)",22,8,P1(a=2),31.999999999998966
"Block(16,0.1)",22,8,P2,32.0
"Block(16,0.1)",22,8,P2_mean,32.0
"Block(16,0.1)",22,8,P3,0.49999999999999767
"Block(16,0.1)",22,8,P4,0.9999999999999999
"Block(16,0.1)",22,8,P4_method,solved
"Block(16,0.1)",22,8,P4-int,32.0
"Block(16,0.1)",22,8,P5_outdeg,32.0
"Block(16,0.1)",22,8,P5_persist,0.45000000000000007
"Block(16,0.1)",22,8,P6,139.30884663923916
"Block(16,0.1)",22,8,P7(1),2.6488313339184636e+19
"Block(16,0.1)",22,8,P7(2),310284134.9729224
"Block(16,0.1)",22,8,P7_method,closed
"Block(16,0.1)",22,8,P7_se,0.0
"Block(16,0.1)",22,8,P8,1.0000000000000075
"Block(16,0.1)",22,8,P8_min,1.0000000000000058
"Block(16,0.1)",22,16,P1(a=0),16.0
"Block(16,0.1)",22,16,P1(a=1),16.00000000000046
"Block(16,0.1)",22,16,P1(a=2),15.999999999999483
"Block(16,0.1)",22,16,P2,16.0
"Block(16,0.1)",22,16,P2_mean,16.0
"Block(16,0.1)",22,16,P3,0.49999999999999767
"Block(16,0.1)",22,16,P4,0.9999999999999951
"Block(16,0.1)",22,16,P4_method,solved
"Block(16,0.1)",22,16,P4-int,16.0
"Block(16,0.1)",22,16,P5_outdeg,16.0
"Block(16,0.1)",22,16,P5_persist,0.8999999999999998
"Block(16,0.1)",22,16,P6,139.30884663923916
"Block(16,0.1)",22,16,P7(1),5285094697.926844
"Block(16,0.1)",22,16,P7(2),1386556.4734362161
"Block(16,0.1)",22,16,P7_method,closed
"Block(16,0.1)",22,16,P7_se,0.0
"Block(16,0.1)",22,16,P8,1.000000000000028
"Block(16,0.1)",22,16,P8_min,1.0000000000000278
"Block(64,0.02)",23,1,P1(a=0),256.0
"Block(64,0.02)",23,1,P1(a=1),255.99999999995376
"Block(64,0.02)",23,1,P1(a=2),256.0000000000203
"Block(64,0.02)",23,1,P2,256.0
"Block(64,0.02)",23,1,P2_mean,256.0
"Block(64,0.02)",23,1,P3,0.5000000000000002
"Block(64,0.02)",23,1,P4,nan
"Block(64,0.02)",23,1,P4_method,not-solved
"Block(64,0.02)",23,1,P4-int,256.0
"Block(64,0.02)",23,1,P5_outdeg,4.0
"Block(64,0.02)",23,1,P5_persist,0.24500000000000016
"Block(64,0.02)",23,1,P6,254.59080163533633
"Block(64,0.02)",23,1,P7(1),4.413477848953207e+31
"Block(64,0.02)",23,1,P7(2),7.252121691629255e+25
"Block(64,0.02)",23,1,P7_method,closed
"Block(64,0.02)",23,1,P7_se,0.0
"Block(64,0.02)",23,1,P8,1.0000000000000213
"Block(64,0.02)",23,1,P8_min,1.000000000000021
"Block(64,0.02)",23,2,P1(a=0),128.0
"Block(64,0.02)",23,2,P1(a=1),127.99999999998042
"Block(64,0.02)",23,2,P1(a=2),128.00000000001015
"Block(64,0.02)",23,2,P2,128.0
"Block(64,0.02)",23,2,P2_mean,128.0
"Block(64,0.02)",23,2,P3,0.5000000000000002
"Block(64,0.02)",23,2,P4,nan
"Block(64,0.02)",23,2,P4_method,not-solved
"Block(64,0.02)",23,2,P4-int,128.0
"Block(64,0.02)",23,2,P5_outdeg,2.0
"Block(64,0.02)",23,2,P5_persist,0.4900000000000003
"Block(64,0.02)",23,2,P6,254.5908016353348
"Block(64,0.02)",23,2,P7(1),228616504.18645787
"Block(64,0.02)",23,2,P7(2),24132.46451413829
"Block(64,0.02)",23,2,P7_method,closed
"Block(64,0.02)",23,2,P7_se,0.0
"Block(64,0.02)",23,2,P8,1.0000000000000266
"Block(64,0.02)",23,2,P8_min,1.000000000000026
"Block(64,0.02)",23,4,P1(a=0),64.0
"Block(64,0.02)",23,4,P1(a=1),63.99999999999197
"Block(64,0.02)",23,4,P1(a=2),64.00000000000509
"Block(64,0.02)",23,4,P2,64.0
"Block(64,0.02)",23,4,P2_mean,64.0
"Block(64,0.02)",23,4,P3,0.5000000000000002
"Block(64,0.02)",23,4,P4,0.9999999999999983
"Block(64,0.02)",23,4,P4_method,solved
"Block(64,0.02)",23,4,P4-int,64.0
"Block(64,0.02)",23,4,P5_outdeg,1.0
"Block(64,0.02)",23,4,P5_persist,0.9800000000000005
"Block(64,0.02)",23,4,P6,254.59080163533446
"Block(64,0.02)",23,4,P7(1),54386.63599196516
"Block(64,0.02)",23,4,P7(2),827.1099818874316
"Block(64,0.02)",23,4,P7_method,closed
"Block(64,0.02)",23,4,P7_se,0.0
"Block(64,0.02)",23,4,P8,1.0000000000000036
"Block(64,0.02)",23,4,P8_min,1.0000000000000033
"Block(64,0.02)",23,8,P1(a=0),32.0
"Block(64,0.02)",23,8,P1(a=1),31.999999999996867
"Block(64,0.02)",23,8,P1(a=2),32.000000000002544
"Block(64,0.02)",23,8,P2,32.0
"Block(64,0.02)",23,8,P2_mean,32.0
"Block(64,0.02)",23,8,P3,0.5000000000000002
"Block(64,0.02)",23,8,P4,0.9999999999999962
"Block(64,0.02)",23,8,P4_method,solved
"Block(64,0.02)",23,8,P4-int,32.0
"Block(64,0.02)",23,8,P5_outdeg,1.0
"Block(64,0.02)",23,8,P5_persist,0.98031746031746
"Block(64,0.02)",23,8,P6,211.28609811091513
"Block(64,0.02)",23,8,P7(1),10138.645075257715
"Block(64,0.02)",23,8,P7(2),386.71032636849964
"Block(64,0.02)",23,8,P7_method,closed
"Block(64,0.02)",23,8,P7_se,0.0
"Block(64,0.02)",23,8,P8,1.0000000000000409
"Block(64,0.02)",23,8,P8_min,1.0000000000000406
"Block(64,0.02)",23,16,P1(a=0),16.0
"Block(64,0.02)",23,16,P1(a=1),15.99999999999887
"Block(64,0.02)",23,16,P1(a=2),16.00000000000127
"Block(64,0.02)",23,16,P2,16.0
"Block(64,0.02)",23,16,P2_mean,16.0
"Block(64,0.02)",23,16,P3,0.5000000000000002
"Block(64,0.02)",23,16,P4,0.9999999999999956
"Block(64,0.02)",23,16,P4_method,solved
"Block(64,0.02)",23,16,P4-int,16.0
"Block(64,0.02)",23,16,P5_outdeg,1.0
"Block(64,0.02)",23,16,P5_persist,0.9809523809523808
"Block(64,0.02)",23,16,P6,168.10865299212506
"Block(64,0.02)",23,16,P7(1),1786.0151957036594
"Block(64,0.02)",23,16,P7(2),169.67046600306557
"Block(64,0.02)",23,16,P7_method,closed
"Block(64,0.02)",23,16,P7_se,0.0
"Block(64,0.02)",23,16,P8,1.0000000000000133
"Block(64,0.02)",23,16,P8_min,1.0000000000000133
"Block(64,0.1)",24,1,P1(a=0),256.0
"Block(64,0.1)",24,1,P1(a=1),255.9999999999986
"Block(64,0.1)",24,1,P1(a=2),256.0000000000008
"Block(64,0.1)",24,1,P2,256.0
"Block(64,0.1)",24,1,P2_mean,256.0
"Block(64,0.1)",24,1,P3,0.5000000000000008
"Block(64,0.1)",24,1,P4,nan
"Block(64,0.1)",24,1,P4_method,not-solved
"Block(64,0.1)",24,1,P4-int,256.0
"Block(64,0.1)",24,1,P5_outdeg,4.0
"Block(64,0.1)",24,1,P5_persist,0.22500000000000006
"Block(64,0.1)",24,1,P6,218.8471447890605
"Block(64,0.1)",24,1,P7(1),6.4761020291901114e+47
"Block(64,0.1)",24,1,P7(2),3.8896079028752323e+30
"Block(64,0.1)",24,1,P7_method,closed
"Block(64,0.1)",24,1,P7_se,0.0
"Block(64,0.1)",24,1,P8,1.000000000000003
"Block(64,0.1)",24,1,P8_min,1.0000000000000024
"Block(64,0.1)",24,2,P1(a=0),128.0
"Block(64,0.1)",24,2,P1(a=1),127.99999999999955
"Block(64,0.1)",24,2,P1(a=2),128.0000000000004
"Block(64,0.1)",24,2,P2,128.0
"Block(64,0.1)",24,2,P2_mean,128.0
"Block(64,0.1)",24,2,P3,0.5000000000000008
"Block(64,0.1)",24,2,P4,nan
"Block(64,0.1)",24,2,P4_method,not-solved
"Block(64,0.1)",24,2,P4-int,128.0
"Block(64,0.1)",24,2,P5_outdeg,2.0
"Block(64,0.1)",24,2,P5_persist,0.4500000000000001
"Block(64,0.1)",24,2,P6,218.84714478906045
"Block(64,0.1)",24,2,P7(1),1.0325468237040385e+24
"Block(64,0.1)",24,2,P7(2),1291920946.771375
"Block(64,0.1)",24,2,P7_method,closed
"Block(64,0.1)",24,2,P7_se,0.0
"Block(64,0.1)",24,2,P8,0.999999999999998
"Block(64,0.1)",24,2,P8_min,0.9999999999999977
"Block(64,0.1)",24,4,P1(a=0),64.0
"Block(64,0.1)",24,4,P1(a=1),63.99999999999974
"Block(64,0.1)",24,4,P1(a=2),64.0000000000002
"Block(64,0.1)",24,4,P2,64.0
"Block(64,0.1)",24,4,P2_mean,64.0
"Block(64,0.1)",24,4,P3,0.5000000000000008
"Block(64,0.1)",24,4,P4,0.9999999999999994
"Block(64,0.1)",24,4,P4_method,solved
"Block(64,0.1)",24,4,P4-int,64.0
"Block(64,0.1)",24,4,P5_outdeg,1.0
"Block(64,0.1)",24,4,P5_persist,0.9000000000000001
"Block(64,0.1)",24,4,P6,218.8471447890605
"Block(64,0.1)",24,4,P7(1),206019449915175.0
"Block(64,0.1)",24,4,P7(2),23342136.43049415
"Block(64,0.1)",24,4,P7_method,closed
"Block(64,0.1)",24,4,P7_se,0.0
"Block(64,0.1)",24,4,P8,0.9999999999999833
"Block(64,0.1)",24,4,P8_min,0.9999999999999833
"Block(64,0.1)",24,8,P1(a=0),32.0
"Block(64,0.1)",24,8,P1(a=1),31.999999999999886
"Block(64,0.1)",24,8,P1(a=2),32.0000000000001
"Block(64,0.1)",24,8,P2,32.0
"Block(64,0.1)",24,8,P2_mean,32.0
"Block(64,0.1)",24,8,P3,0.5000000000000008
"Block(64,0.1)",24,8,P4,0.9999999999999999
"Block(64,0.1)",24,8,P4_method,solved
"Block(64,0.1)",24,8,P4-int,32.0
"Block(64,0.1)",24,8,P5_outdeg,1.0
"Block(64,0.1)",24,8,P5_persist,0.9015873015873016
"Block(64,0.1)",24,8,P6,179.59722906201847
"Block(64,0.1)",24,8,P7(1),771093567365.8809
"Block(64,0.1)",24,8,P7(2),5596823.912980205
"Block(64,0.1)",24,8,P7_method,closed
"Block(64,0.1)",24,8,P7_se,0.0
"Block(64,0.1)",24,8,P8,1.000000000000006
"Block(64,0.1)",24,8,P8_min,1.000000000000006
"Block(64,0.1)",24,16,P1(a=0),16.0
"Block(64,0.1)",24,16,P1(a=1),15.999999999999957
"Block(64,0.1)",24,16,P1(a=2),16.00000000000005
"Block(64,0.1)",24,16,P2,16.0
"Block(64,0.1)",24,16,P2_mean,16.0
"Block(64,0.1)",24,16,P3,0.5000000000000008
"Block(64,0.1)",24,16,P4,0.9999999999999998
"Block(64,0.1)",24,16,P4_method,solved
"Block(64,0.1)",24,16,P4-int,16.0
"Block(64,0.1)",24,16,P5_outdeg,16.0
"Block(64,0.1)",24,16,P5_persist,0.9047619047619049
"Block(64,0.1)",24,16,P6,140.81196659176024
"Block(64,0.1)",24,16,P7(1),2263753107.298402
"Block(64,0.1)",24,16,P7(2),827710.8078833298
"Block(64,0.1)",24,16,P7_method,closed
"Block(64,0.1)",24,16,P7_se,0.0
"Block(64,0.1)",24,16,P8,1.0000000000000164
"Block(64,0.1)",24,16,P8_min,1.0000000000000162
ShiftMix(0.05),25,1,P1(a=0),256.0
ShiftMix(0.05),25,1,P1(a=1),255.99999999996876
ShiftMix(0.05),25,1,P1(a=2),256.00000000001376
ShiftMix(0.05),25,1,P2,256.0
ShiftMix(0.05),25,1,P2_mean,256.0
ShiftMix(0.05),25,1,P3,0.4999999999999954
ShiftMix(0.05),25,1,P4,nan
ShiftMix(0.05),25,1,P4_method,not-solved
ShiftMix(0.05),25,1,P4-int,256.0
ShiftMix(0.05),25,1,P5_outdeg,1.0
ShiftMix(0.05),25,1,P5_persist,0.00019531249999999996
ShiftMix(0.05),25,1,P6,324.5604345403814
ShiftMix(0.05),25,1,P7(1),3616082817670691.0
ShiftMix(0.05),25,1,P7(2),176936.49601796133
ShiftMix(0.05),25,1,P7_method,closed
ShiftMix(0.05),25,1,P7_se,0.0
ShiftMix(0.05),25,1,P8,0.9999999999999765
ShiftMix(0.05),25,1,P8_min,0.9999999999999759
ShiftMix(0.05),25,2,P1(a=0),128.0
ShiftMix(0.05),25,2,P1(a=1),127.99999999998677
ShiftMix(0.05),25,2,P1(a=2),128.00000000000688
ShiftMix(0.05),25,2,P2,128.0
ShiftMix(0.05),25,2,P2_mean,128.0
ShiftMix(0.05),25,2,P3,0.4999999999999954
ShiftMix(0.05),25,2,P4,nan
ShiftMix(0.05),25,2,P4_method,not-solved
ShiftMix(0.05),25,2,P4-int,128.0
ShiftMix(0.05),25,2,P5_outdeg,1.0
ShiftMix(0.05),25,2,P5_persist,0.0003906250000000002
ShiftMix(0.05),25,2,P6,282.5183813423519
ShiftMix(0.05),25,2,P7(1),168816103344588.4
ShiftMix(0.05),25,2,P7(2),86068.35675262565
ShiftMix(0.05),25,2,P7_method,closed
ShiftMix(0.05),25,2,P7_se,0.0
ShiftMix(0.05),25,2,P8,0.9999999999999789
ShiftMix(0.05),25,2,P8_min,0.9999999999999788
ShiftMix(0.05),25,4,P1(a=0),64.0
ShiftMix(0.05),25,4,P1(a=1),63.99999999999457
ShiftMix(0.05),25,4,P1(a=2),64.00000000000344
ShiftMix(0.05),25,4,P2,64.0
ShiftMix(0.05),25,4,P2_mean,64.0
ShiftMix(0.05),25,4,P3,0.4999999999999954
ShiftMix(0.05),25,4,P4,0.9999999999999988
ShiftMix(0.05),25,4,P4_method,solved
ShiftMix(0.05),25,4,P4-int,64.0
ShiftMix(0.05),25,4,P5_outdeg,1.0
ShiftMix(0.05),25,4,P5_persist,0.0007812500000000002
ShiftMix(0.05),25,4,P6,240.56030255083516
ShiftMix(0.05),25,4,P7(1),6882618674728.539
ShiftMix(0.05),25,4,P7(2),40691.0059925109
ShiftMix(0.05),25,4,P7_method,closed
ShiftMix(0.05),25,4,P7_se,0.0
ShiftMix(0.05),25,4,P8,0.9999999999999958
ShiftMix(0.05),25,4,P8_min,0.9999999999999953
ShiftMix(0.05),25,8,P1(a=0),32.0
ShiftMix(0.05),25,8,P1(a=1),31.999999999997886
ShiftMix(0.05),25,8,P1(a=2),32.00000000000172
ShiftMix(0.05),25,8,P2,32.0
ShiftMix(0.05),25,8,P2_mean,32.0
ShiftMix(0.05),25,8,P3,0.4999999999999954
ShiftMix(0.05),25,8,P4,0.9999999999999962
ShiftMix(0.05),25,8,P4_method,solved
ShiftMix(0.05),25,8,P4-int,32.0
ShiftMix(0.05),25,8,P5_outdeg,1.0
ShiftMix(0.05),25,8,P5_persist,0.0015624999999999992
ShiftMix(0.05),25,8,P6,198.75286699607733
ShiftMix(0.05),25,8,P7(1),217948018751.1193
ShiftMix(0.05),25,8,P7(2),18119.350822992343
ShiftMix(0.05),25,8,P7_method,closed
ShiftMix(0.05),25,8,P7_se,0.0
ShiftMix(0.05),25,8,P8,0.9999999999999889
ShiftMix(0.05),25,8,P8_min,0.9999999999999871
ShiftMix(0.05),25,16,P1(a=0),16.0
ShiftMix(0.05),25,16,P1(a=1),15.999999999999238
ShiftMix(0.05),25,16,P1(a=2),16.00000000000086
ShiftMix(0.05),25,16,P2,16.0
ShiftMix(0.05),25,16,P2_mean,16.0
ShiftMix(0.05),25,16,P3,0.4999999999999954
ShiftMix(0.05),25,16,P4,0.9999999999999958
ShiftMix(0.05),25,16,P4_method,solved
ShiftMix(0.05),25,16,P4-int,16.0
ShiftMix(0.05),25,16,P5_outdeg,16.0
ShiftMix(0.05),25,16,P5_persist,0.0031249999999999984
ShiftMix(0.05),25,16,P6,157.2121528655967
ShiftMix(0.05),25,16,P7(1),4326126550.97237
ShiftMix(0.05),25,16,P7(2),7076.983201087792
ShiftMix(0.05),25,16,P7_method,closed
ShiftMix(0.05),25,16,P7_se,0.0
ShiftMix(0.05),25,16,P8,0.9999999999999846
ShiftMix(0.05),25,16,P8_min,0.9999999999999827
ShiftMix(0.2),26,1,P1(a=0),256.0
ShiftMix(0.2),26,1,P1(a=1),256.00000000001296
ShiftMix(0.2),26,1,P1(a=2),255.9999999999943
ShiftMix(0.2),26,1,P2,256.0
ShiftMix(0.2),26,1,P2_mean,256.0
ShiftMix(0.2),26,1,P3,0.5000000000000014
ShiftMix(0.2),26,1,P4,nan
ShiftMix(0.2),26,1,P4_method,not-solved
ShiftMix(0.2),26,1,P4-int,256.0
ShiftMix(0.2),26,1,P5_outdeg,1.0
