member,member_index,resolution,predictor,value
Perm(shift-1),7,1,P1(a=2),256.0
Perm(shift-1),7,1,P2,256.0
Perm(shift-1),7,1,P2_mean,256.0
Perm(shift-1),7,1,P3,0.49999999999999956
Perm(shift-1),7,1,P4,nan
Perm(shift-1),7,1,P4_method,not-solved
Perm(shift-1),7,1,P4-int,256.0
Perm(shift-1),7,1,P5_outdeg,1.0
Perm(shift-1),7,1,P5_persist,0.0
Perm(shift-1),7,1,P6,354.891356446692
Perm(shift-1),7,1,P7(1),255.99999999999994
Perm(shift-1),7,1,P7(2),256.0
Perm(shift-1),7,1,P7_method,enumerate
Perm(shift-1),7,1,P7_se,0.0
Perm(shift-1),7,1,P8,0.7490196078431377
Perm(shift-1),7,1,P8_min,0.7490196078431376
Perm(shift-1),7,2,P1(a=0),128.0
Perm(shift-1),7,2,P1(a=1),127.99999999999997
Perm(shift-1),7,2,P1(a=2),128.0
Perm(shift-1),7,2,P2,128.0
Perm(shift-1),7,2,P2_mean,128.0
Perm(shift-1),7,2,P3,0.49999999999999956
Perm(shift-1),7,2,P4,nan
Perm(shift-1),7,2,P4_method,not-solved
Perm(shift-1),7,2,P4-int,128.0
Perm(shift-1),7,2,P5_outdeg,2.0
Perm(shift-1),7,2,P5_persist,0.5
Perm(shift-1),7,2,P6,266.168517335019
Perm(shift-1),7,2,P7(1),127.99999999999996
Perm(shift-1),7,2,P7(2),128.0
Perm(shift-1),7,2,P7_method,enumerate
Perm(shift-1),7,2,P7_se,0.0
Perm(shift-1),7,2,P8,0.7480314960629925
Perm(shift-1),7,2,P8_min,0.7480314960629925
Perm(shift-1),7,4,P1(a=0),64.0
Perm(shift-1),7,4,P1(a=1),63.999999999999986
Perm(shift-1),7,4,P1(a=2),64.0
Perm(shift-1),7,4,P2,64.0
Perm(shift-1),7,4,P2_mean,64.0
Perm(shift-1),7,4,P3,0.49999999999999956
Perm(shift-1),7,4,P4,1.0
Perm(shift-1),7,4,P4_method,solved
Perm(shift-1),7,4,P4-int,64.0
Perm(shift-1),7,4,P5_outdeg,2.0
Perm(shift-1),7,4,P5_persist,0.75
Perm(shift-1),7,4,P6,230.17906807941517
Perm(shift-1),7,4,P7(1),63.99999999999998
Perm(shift-1),7,4,P7(2),64.0
Perm(shift-1),7,4,P7_method,enumerate
Perm(shift-1),7,4,P7_se,0.0
Perm(shift-1),7,4,P8,0.7460317460317463
Perm(shift-1),7,4,P8_min,0.7460317460317464
Perm(shift-1),7,8,P1(a=0),32.0
Perm(shift-1),7,8,P1(a=1),32.0
Perm(shift-1),7,8,P1(a=2),32.0
Perm(shift-1),7,8,P2,32.0
Perm(shift-1),7,8,P2_mean,32.0
Perm(shift-1),7,8,P3,0.49999999999999956
Perm(shift-1),7,8,P4,1.0
Perm(shift-1),7,8,P4_method,solved
Perm(shift-1),7,8,P4-int,32.0
Perm(shift-1),7,8,P5_outdeg,2.0
Perm(shift-1),7,8,P5_persist,0.875
Perm(shift-1),7,8,P6,197.69380745877052
Perm(shift-1),7,8,P7(1),32.0
Perm(shift-1),7,8,P7(2),32.0
Perm(shift-1),7,8,P7_method,enumerate
Perm(shift-1),7,8,P7_se,0.0
Perm(shift-1),7,8,P8,0.7419354838709682
Perm(shift-1),7,8,P8_min,0.7419354838709681
Perm(shift-1),7,16,P1(a=0),16.0
Perm(shift-1),7,16,P1(a=1),15.999999999999996
Perm(shift-1),7,16,P1(a=2),16.0
Perm(shift-1),7,16,P2,16.0
Perm(shift-1),7,16,P2_mean,16.0
Perm(shift-1),7,16,P3,0.49999999999999956
Perm(shift-1),7,16,P4,1.0
Perm(shift-1),7,16,P4_method,solved
Perm(shift-1),7,16,P4-int,16.0
Perm(shift-1),7,16,P5_outdeg,2.0
Perm(shift-1),7,16,P5_persist,0.9375
Perm(shift-1),7,16,P6,162.4830120661326
Perm(shift-1),7,16,P7(1),15.999999999999998
Perm(shift-1),7,16,P7(2),16.0
Perm(shift-1),7,16,P7_method,enumerate
Perm(shift-1),7,16,P7_se,0.0
Perm(shift-1),7,16,P8,0.7333333333333336
Perm(shift-1),7,16,P8_min,0.7333333333333336
Perm(shift-4),8,1,P1(a=0),256.0
Perm(shift-4),8,1,P1(a=1),255.99999999999994
Perm(shift-4),8,1,P1(a=2),256.0
Perm(shift-4),8,1,P2,256.0
Perm(shift-4),8,1,P2_mean,256.0
Perm(shift-4),8,1,P3,0.49999999999999956
Perm(shift-4),8,1,P4,nan
Perm(shift-4),8,1,P4_method,not-solved
Perm(shift-4),8,1,P4-int,256.0
Perm(shift-4),8,1,P5_outdeg,1.0
Perm(shift-4),8,1,P5_persist,0.0
Perm(shift-4),8,1,P6,354.891356446692
Perm(shift-4),8,1,P7(1),255.99999999999994
Perm(shift-4),8,1,P7(2),256.0
Perm(shift-4),8,1,P7_method,enumerate
Perm(shift-4),8,1,P7_se,0.0
Perm(shift-4),8,1,P8,0.7529411764705887
Perm(shift-4),8,1,P8_min,0.7529411764705886
Perm(shift-4),8,2,P1(a=0),128.0
Perm(shift-4),8,2,P1(a=1),127.99999999999997
Perm(shift-4),8,2,P1(a=2),128.0
Perm(shift-4),8,2,P2,128.0
Perm(shift-4),8,2,P2_mean,128.0
Perm(shift-4),8,2,P3,0.49999999999999956
Perm(shift-4),8,2,P4,nan
Perm(shift-4),8,2,P4_method,not-solved
Perm(shift-4),8,2,P4-int,128.0
Perm(shift-4),8,2,P5_outdeg,1.0
Perm(shift-4),8,2,P5_persist,0.0
Perm(shift-4),8,2,P6,310.5299368908555
Perm(shift-4),8,2,P7(1),127.99999999999996
Perm(shift-4),8,2,P7(2),128.0
Perm(shift-4),8,2,P7_method,enumerate
Perm(shift-4),8,2,P7_se,0.0
Perm(shift-4),8,2,P8,0.5039370078740159
Perm(shift-4),8,2,P8_min,0.503937007874016
Perm(shift-4),8,4,P1(a=0),64.0
Perm(shift-4),8,4,P1(a=1),63.999999999999986
Perm(shift-4),8,4,P1(a=2),64.0
Perm(shift-4),8,4,P2,64.0
Perm(shift-4),8,4,P2_mean,64.0
Perm(shift-4),8,4,P3,0.49999999999999956
Perm(shift-4),8,4,P4,1.0
Perm(shift-4),8,4,P4_method,solved
Perm(shift-4),8,4,P4-int,64.0
Perm(shift-4),8,4,P5_outdeg,1.0
Perm(shift-4),8,4,P5_persist,0.0
Perm(shift-4),8,4,P6,266.168517335019
Perm(shift-4),8,4,P7(1),63.99999999999998
Perm(shift-4),8,4,P7(2),64.0
Perm(shift-4),8,4,P7_method,enumerate
Perm(shift-4),8,4,P7_se,0.0
Perm(shift-4),8,4,P8,0.0
Perm(shift-4),8,4,P8_min,0.0
Perm(shift-4),8,8,P1(a=0),32.0
Perm(shift-4),8,8,P1(a=1),32.0
Perm(shift-4),8,8,P1(a=2),32.0
Perm(shift-4),8,8,P2,32.0
Perm(shift-4),8,8,P2_mean,32.0
Perm(shift-4),8,8,P3,0.49999999999999956
Perm(shift-4),8,8,P4,1.0
Perm(shift-4),8,8,P4_method,solved
Perm(shift-4),8,8,P4-int,32.0
Perm(shift-4),8,8,P5_outdeg,2.0
Perm(shift-4),8,8,P5_persist,0.5
Perm(shift-4),8,8,P6,177.44567822334602
Perm(shift-4),8,8,P7(1),32.0
Perm(shift-4),8,8,P7(2),32.0
Perm(shift-4),8,8,P7_method,enumerate
Perm(shift-4),8,8,P7_se,0.0
Perm(shift-4),8,8,P8,0.0
Perm(shift-4),8,8,P8_min,0.0
Perm(shift-4),8,16,P1(a=0),16.0
Perm(shift-4),8,16,P1(a=1),15.999999999999996
Perm(shift-4),8,16,P1(a=2),16.0
Perm(shift-4),8,16,P2,16.0
Perm(shift-4),8,16,P2_mean,16.0
Perm(shift-4),8,16,P3,0.49999999999999956
Perm(shift-4),8,16,P4,1.0
Perm(shift-4),8,16,P4_method,solved
Perm(shift-4),8,16,P4-int,16.0
Perm(shift-4),8,16,P5_outdeg,2.0
Perm(shift-4),8,16,P5_persist,0.75
Perm(shift-4),8,16,P6,141.45622896774222
Perm(shift-4),8,16,P7(1),15.999999999999998
Perm(shift-4),8,16,P7(2),16.0
Perm(shift-4),8,16,P7_method,enumerate
Perm(shift-4),8,16,P7_se,0.0
Perm(shift-4),8,16,P8,0.0
Perm(shift-4),8,16,P8_min,0.0
Perm(shift-16),9,1,P1(a=0),256.0
Perm(shift-16),9,1,P1(a=1),255.99999999999994
Perm(shift-16),9,1,P1(a=2),256.0
Perm(shift-16),9,1,P2,256.0
Perm(shift-16),9,1,P2_mean,256.0
Perm(shift-16),9,1,P3,0.49999999999999956
Perm(shift-16),9,1,P4,nan
Perm(shift-16),9,1,P4_method,not-solved
Perm(shift-16),9,1,P4-int,256.0
Perm(shift-16),9,1,P5_outdeg,1.0
Perm(shift-16),9,1,P5_persist,0.0
Perm(shift-16),9,1,P6,354.891356446692
Perm(shift-16),9,1,P7(1),255.99999999999994
Perm(shift-16),9,1,P7(2),256.0
Perm(shift-16),9,1,P7_method,enumerate
Perm(shift-16),9,1,P7_se,0.0
Perm(shift-16),9,1,P8,0.9411764705882356
Perm(shift-16),9,1,P8_min,0.9411764705882356
Perm(shift-16),9,2,P1(a=0),128.0
Perm(shift-16),9,2,P1(a=1),127.99999999999997
Perm(shift-16),9,2,P1(a=2),128.0
Perm(shift-16),9,2,P2,128.0
Perm(shift-16),9,2,P2_mean,128.0
Perm(shift-16),9,2,P3,0.49999999999999956
Perm(shift-16),9,2,P4,nan
Perm(shift-16),9,2,P4_method,not-solved
Perm(shift-16),9,2,P4-int,128.0
Perm(shift-16),9,2,P5_outdeg,1.0
Perm(shift-16),9,2,P5_persist,0.0
Perm(shift-16),9,2,P6,310.5299368908555
Perm(shift-16),9,2,P7(1),127.99999999999996
Perm(shift-16),9,2,P7(2),128.0
Perm(shift-16),9,2,P7_method,enumerate
Perm(shift-16),9,2,P7_se,0.0
Perm(shift-16),9,2,P8,0.8818897637795279
Perm(shift-16),9,2,P8_min,0.8818897637795279
Perm(shift-16),9,4,P1(a=0),64.0
Perm(shift-16),9,4,P1(a=1),63.999999999999986
Perm(shift-16),9,4,P1(a=2),64.0
Perm(shift-16),9,4,P2,64.0
Perm(shift-16),9,4,P2_mean,64.0
Perm(shift-16),9,4,P3,0.49999999999999956
Perm(shift-16),9,4,P4,1.0
Perm(shift-16),9,4,P4_method,solved
Perm(shift-16),9,4,P4-int,64.0
Perm(shift-16),9,4,P5_outdeg,1.0
Perm(shift-16),9,4,P5_persist,0.0
Perm(shift-16),9,4,P6,266.168517335019
Perm(shift-16),9,4,P7(1),63.99999999999998
Perm(shift-16),9,4,P7(2),64.0
Perm(shift-16),9,4,P7_method,enumerate
Perm(shift-16),9,4,P7_se,0.0
Perm(shift-16),9,4,P8,0.7619047619047623
Perm(shift-16),9,4,P8_min,0.7619047619047623
Perm(shift-16),9,8,P1(a=0),32.0
Perm(shift-16),9,8,P1(a=1),32.0
Perm(shift-16),9,8,P1(a=2),32.0
Perm(shift-16),9,8,P2,32.0
Perm(shift-16),9,8,P2_mean,32.0
Perm(shift-16),9,8,P3,0.49999999999999956
Perm(shift-16),9,8,P4,1.0
Perm(shift-16),9,8,P4_method,solved
Perm(shift-16),9,8,P4-int,32.0
Perm(shift-16),9,8,P5_outdeg,1.0
Perm(shift-16),9,8,P5_persist,0.0
Perm(shift-16),9,8,P6,221.8070977791825
Perm(shift-16),9,8,P7(1),32.0
Perm(shift-16),9,8,P7(2),32.0
Perm(shift-16),9,8,P7_method,enumerate
Perm(shift-16),9,8,P7_se,0.0
Perm(shift-16),9,8,P8,0.5161290322580647
Perm(shift-16),9,8,P8_min,0.5161290322580647
Perm(shift-16),9,16,P1(a=0),16.0
Perm(shift-16),9,16,P1(a=1),15.999999999999996
Perm(shift-16),9,16,P1(a=2),16.0
Perm(shift-16),9,16,P2,16.0
Perm(shift-16),9,16,P2_mean,16.0
Perm(shift-16),9,16,P3,0.49999999999999956
Perm(shift-16),9,16,P4,1.0
Perm(shift-16),9,16,P4_method,solved
Perm(shift-16),9,16,P4-int,16.0
Perm(shift-16),9,16,P5_outdeg,1.0
Perm(shift-16),9,16,P5_persist,0.0
Perm(shift-16),9,16,P6,177.445678223346
Perm(shift-16),9,16,P7(1),15.999999999999998
Perm(shift-16),9,16,P7(2),16.0
Perm(shift-16),9,16,P7_method,enumerate
Perm(shift-16),9,16,P7_se,0.0
Perm(shift-16),9,16,P8,0.0
Perm(shift-16),9,16,P8_min,0.0
Perm(shift-64),10,1,P1(a=0),256.0
Perm(shift-64),10,1,P1(a=1),255.99999999999994
Perm(shift-64),10,1,P1(a=2),256.0
Perm(shift-64),10,1,P2,256.0
Perm(shift-64),10,1,P2_mean,256.0
Perm(shift-64),10,1,P3,0.49999999999999956
Perm(shift-64),10,1,P4,nan
Perm(shift-64),10,1,P4_method,not-solved
Perm(shift-64),10,1,P4-int,256.0
Perm(shift-64),10,1,P5_outdeg,1.0
Perm(shift-64),10,1,P5_persist,0.0
Perm(shift-64),10,1,P6,354.891356446692
Perm(shift-64),10,1,P7(1),255.99999999999994
Perm(shift-64),10,1,P7(2),256.0
Perm(shift-64),10,1,P7_method,enumerate
Perm(shift-64),10,1,P7_se,0.0
Perm(shift-64),10,1,P8,0.9882352941176472
Perm(shift-64),10,1,P8_min,0.9882352941176474
Perm(shift-64),10,2,P1(a=0),128.0
Perm(shift-64),10,2,P1(a=1),127.99999999999997
Perm(shift-64),10,2,P1(a=2),128.0
Perm(shift-64),10,2,P2,128.0
Perm(shift-64),10,2,P2_mean,128.0
Perm(shift-64),10,2,P3,0.49999999999999956
Perm(shift-64),10,2,P4,nan
Perm(shift-64),10,2,P4_method,not-solved
Perm(shift-64),10,2,P4-int,128.0
Perm(shift-64),10,2,P5_outdeg,1.0
Perm(shift-64),10,2,P5_persist,0.0
Perm(shift-64),10,2,P6,310.5299368908555
Perm(shift-64),10,2,P7(1),127.99999999999996
Perm(shift-64),10,2,P7(2),128.0
Perm(shift-64),10,2,P7_method,enumerate
Perm(shift-64),10,2,P7_se,0.0
Perm(shift-64),10,2,P8,0.9763779527559057
Perm(shift-64),10,2,P8_min,0.9763779527559059
Perm(shift-64),10,4,P1(a=0),64.0
Perm(shift-64),10,4,P1(a=1),63.999999999999986
Perm(shift-64),10,4,P1(a=2),64.0
Perm(shift-64),10,4,P2,64.0
Perm(shift-64),10,4,P2_mean,64.0
Perm(shift-64),10,4,P3,0.49999999999999956
Perm(shift-64),10,4,P4,1.0
Perm(shift-64),10,4,P4_method,solved
Perm(shift-64),10,4,P4-int,64.0
Perm(shift-64),10,4,P5_outdeg,1.0
Perm(shift-64),10,4,P5_persist,0.0
Perm(shift-64),10,4,P6,266.168517335019
Perm(shift-64),10,4,P7(1),63.99999999999998
Perm(shift-64),10,4,P7(2),64.0
Perm(shift-64),10,4,P7_method,enumerate
Perm(shift-64),10,4,P7_se,0.0
Perm(shift-64),10,4,P8,0.9523809523809528
Perm(shift-64),10,4,P8_min,0.9523809523809528
Perm(shift-64),10,8,P1(a=0),32.0
Perm(shift-64),10,8,P1(a=1),32.0
Perm(shift-64),10,8,P1(a=2),32.0
Perm(shift-64),10,8,P2,32.0
Perm(shift-64),10,8,P2_mean,32.0
Perm(shift-64),10,8,P3,0.49999999999999956
Perm(shift-64),10,8,P4,1.0
Perm(shift-64),10,8,P4_method,solved
Perm(shift-64),10,8,P4-int,32.0
Perm(shift-64),10,8,P5_outdeg,1.0
Perm(shift-64),10,8,P5_persist,0.0
Perm(shift-64),10,8,P6,221.8070977791825
Perm(shift-64),10,8,P7(1),32.0
Perm(shift-64),10,8,P7(2),32.0
Perm(shift-64),10,8,P7_method,enumerate
Perm(shift-64),10,8,P7_se,0.0
Perm(shift-64),10,8,P8,0.9032258064516133
Perm(shift-64),10,8,P8_min,0.9032258064516132
Perm(shift-64),10,16,P1(a=0),16.0
Perm(shift-64),10,16,P1(a=1),15.999999999999996
Perm(shift-64),10,16,P1(a=2),16.0
Perm(shift-64),10,16,P2,16.0
Perm(shift-64),10,16,P2_mean,16.0
Perm(shift-64),10,16,P3,0.49999999999999956
Perm(shift-64),10,16,P4,1.0
Perm(shift-64),10,16,P4_method,solved
Perm(shift-64),10,16,P4-int,16.0
Perm(shift-64),10,16,P5_outdeg,1.0
Perm(shift-64),10,16,P5_persist,0.0
Perm(shift-64),10,16,P6,177.445678223346
Perm(shift-64),10,16,P7(1),15.999999999999998
Perm(shift-64),10,16,P7(2),16.0
Perm(shift-64),10,16,P7_method,enumerate
Perm(shift-64),10,16,P7_se,0.0
Perm(shift-64),10,16,P8,0.8000000000000004
Perm(shift-64),10,16,P8_min,0.8000000000000004
Perm(random-0),11,1,P1(a=0),256.0
Perm(random-0),11,1,P1(a=1),255.99999999999994
Perm(random-0),11,1,P1(a=2),256.0
Perm(random-0),11,1,P2,256.0
Perm(random-0),11,1,P2_mean,256.0
Perm(random-0),11,1,P3,0.49999999999999956
Perm(random-0),11,1,P4,nan
Perm(random-0),11,1,P4_method,not-solved
Perm(random-0),11,1,P4-int,256.0
Perm(random-0),11,1,P5_outdeg,1.0
Perm(random-0),11,1,P5_persist,0.0
Perm(random-0),11,1,P6,354.891356446692
Perm(random-0),11,1,P7(1),255.99999999999994
Perm(random-0),11,1,P7(2),256.0
Perm(random-0),11,1,P7_method,enumerate
Perm(random-0),11,1,P7_se,0.0
Perm(random-0),11,1,P8,0.7838848039215691
Perm(random-0),11,1,P8_min,0.7490196078431376
Perm(random-0),11,2,P1(a=0),128.0
Perm(random-0),11,2,P1(a=1),127.99999999999997
Perm(random-0),11,2,P1(a=2),128.0
Perm(random-0),11,2,P2,128.0
Perm(random-0),11,2,P2_mean,128.0
Perm(random-0),11,2,P3,0.49999999999999956
Perm(random-0),11,2,P4,nan
Perm(random-0),11,2,P4_method,not-solved
Perm(random-0),11,2,P4-int,128.0
Perm(random-0),11,2,P5_outdeg,1.9921875
Perm(random-0),11,2,P5_persist,0.00390625
Perm(random-0),11,2,P6,266.515090925299
Perm(random-0),11,2,P7(1),255.99999999999994
Perm(random-0),11,2,P7(2),256.0
Perm(random-0),11,2,P7_method,enumerate
Perm(random-0),11,2,P7_se,0.0
Perm(random-0),11,2,P8,0.6350885826771657
Perm(random-0),11,2,P8_min,0.4960629921259845
Perm(random-0),11,4,P1(a=0),64.0
Perm(random-0),11,4,P1(a=1),63.999999999999986
Perm(random-0),11,4,P1(a=2),64.0
Perm(random-0),11,4,P2,64.0
Perm(random-0),11,4,P2_mean,64.0
Perm(random-0),11,4,P3,0.49999999999999956
Perm(random-0),11,4,P4,1.0
Perm(random-0),11,4,P4_method,solved
Perm(random-0),11,4,P4-int,64.0
Perm(random-0),11,4,P5_outdeg,3.90625
Perm(random-0),11,4,P5_persist,0.01171875
Perm(random-0),11,4,P6,179.5251197650258
Perm(random-0),11,4,P7(1),255.99999999999994
Perm(random-0),11,4,P7(2),256.0
Perm(random-0),11,4,P7_method,enumerate
Perm(random-0),11,4,P7_se,0.0
Perm(random-0),11,4,P8,0.42274305555555575
Perm(random-0),11,4,P8_min,0.19444444444444453
Perm(random-0),11,8,P1(a=0),32.0
Perm(random-0),11,8,P1(a=1),32.0
Perm(random-0),11,8,P1(a=2),32.0
Perm(random-0),11,8,P2,32.0
Perm(random-0),11,8,P2_mean,32.0
Perm(random-0),11,8,P3,0.49999999999999956
Perm(random-0),11,8,P4,1.0
Perm(random-0),11,8,P4_method,solved
Perm(random-0),11,8,P4-int,32.0
Perm(random-0),11,8,P5_outdeg,7.09375
Perm(random-0),11,8,P5_persist,0.03125
Perm(random-0),11,8,P6,98.90428526573334
Perm(random-0),11,8,P7(1),255.99999999999994
Perm(random-0),11,8,P7(2),256.0
Perm(random-0),11,8,P7_method,enumerate
Perm(random-0),11,8,P7_se,0.0
Perm(random-0),11,8,P8,0.20892137096774205
Perm(random-0),11,8,P8_min,0.05241935483870971
Perm(random-0),11,16,P1(a=0),16.0
Perm(random-0),11,16,P1(a=1),15.999999999999996
Perm(random-0),11,16,P1(a=2),16.0
Perm(random-0),11,16,P2,16.0
Perm(random-0),11,16,P2_mean,16.0
Perm(random-0),11,16,P3,0.49999999999999956
Perm(random-0),11,16,P4,1.0
Perm(random-0),11,16,P4_method,solved
Perm(random-0),11,16,P4-int,16.0
Perm(random-0),11,16,P5_outdeg,9.875
Perm(random-0),11,16,P5_persist,0.07421875
Perm(random-0),11,16,P6,38.160726848124966
Perm(random-0),11,16,P7(1),255.99999999999994
Perm(random-0),11,16,P7(2),256.0
Perm(random-0),11,16,P7_method,enumerate
Perm(random-0),11,16,P7_se,0.0
Perm(random-0),11,16,P8,0.10468750000000006
Perm(random-0),11,16,P8_min,0.0
Perm(random-1),12,1,P1(a=0),256.0
Perm(random-1),12,1,P1(a=1),255.99999999999994
Perm(random-1),12,1,P1(a=2),256.0
Perm(random-1),12,1,P2,256.0
Perm(random-1),12,1,P2_mean,256.0
Perm(random-1),12,1,P3,0.49999999999999956
Perm(random-1),12,1,P4,nan
Perm(random-1),12,1,P4_method,not-solved
Perm(random-1),12,1,P4-int,256.0
Perm(random-1),12,1,P5_outdeg,1.0
Perm(random-1),12,1,P5_persist,0.0
Perm(random-1),12,1,P6,354.891356446692
Perm(random-1),12,1,P7(1),255.99999999999994
Perm(random-1),12,1,P7(2),256.0
Perm(random-1),12,1,P7_method,enumerate
Perm(random-1),12,1,P7_se,0.0
Perm(random-1),12,1,P8,0.7907169117647064
Perm(random-1),12,1,P8_min,0.7490196078431376
Perm(random-1),12,2,P1(a=0),128.0
Perm(random-1),12,2,P1(a=1),127.99999999999997
Perm(random-1),12,2,P1(a=2),128.0
Perm(random-1),12,2,P2,128.0
Perm(random-1),12,2,P2_mean,128.0
Perm(random-1),12,2,P3,0.49999999999999956
Perm(random-1),12,2,P4,nan
Perm(random-1),12,2,P4_method,not-solved
Perm(random-1),12,2,P4-int,128.0
Perm(random-1),12,2,P5_outdeg,1.9921875
Perm(random-1),12,2,P5_persist,0.0
Perm(random-1),12,2,P6,266.515090925299
Perm(random-1),12,2,P7(1),255.99999999999994
Perm(random-1),12,2,P7(2),256.0
Perm(random-1),12,2,P7_method,enumerate
Perm(random-1),12,2,P7_se,0.0
Perm(random-1),12,2,P8,0.6251845472440949
Perm(random-1),12,2,P8_min,0.4960629921259845
Perm(random-1),12,4,P1(a=0),64.0
Perm(random-1),12,4,P1(a=1),63.999999999999986
Perm(random-1),12,4,P1(a=2),64.0
Perm(random-1),12,4,P2,64.0
Perm(random-1),12,4,P2_mean,64.0
Perm(random-1),12,4,P3,0.49999999999999956
Perm(random-1),12,4,P4,1.0
Perm(random-1),12,4,P4_method,solved
Perm(random-1),12,4,P4-int,64.0
Perm(random-1),12,4,P5_outdeg,3.921875
Perm(random-1),12,4,P5_persist,0.01171875
Perm(random-1),12,4,P6,179.17854617474586
Perm(random-1),12,4,P7(1),255.99999999999994
Perm(random-1),12,4,P7(2),256.0
Perm(random-1),12,4,P7_method,enumerate
Perm(random-1),12,4,P7_se,0.0
Perm(random-1),12,4,P8,0.40507192460317487
Perm(random-1),12,4,P8_min,0.1825396825396826
Perm(random-1),12,8,P1(a=0),32.0
Perm(random-1),12,8,P1(a=1),32.0
Perm(random-1),12,8,P1(a=2),32.0
Perm(random-1),12,8,P2,32.0
Perm(random-1),12,8,P2_mean,32.0
Perm(random-1),12,8,P3,0.49999999999999956
Perm(random-1),12,8,P4,1.0
Perm(random-1),12,8,P4_method,solved
Perm(random-1),12,8,P4-int,32.0
Perm(random-1),12,8,P5_outdeg,7.34375
Perm(random-1),12,8,P5_persist,0.01953125
Perm(random-1),12,8,P6,96.00088450755237
Perm(random-1),12,8,P7(1),255.99999999999994
Perm(random-1),12,8,P7(2),256.0
Perm(random-1),12,8,P7_method,enumerate
Perm(random-1),12,8,P7_se,0.0
Perm(random-1),12,8,P8,0.1944304435483872
Perm(random-1),12,8,P8_min,0.044354838709677435
Perm(random-1),12,16,P1(a=0),16.0
Perm(random-1),12,16,P1(a=1),15.999999999999996
Perm(random-1),12,16,P1(a=2),16.0
Perm(random-1),12,16,P2,16.0
Perm(random-1),12,16,P2_mean,16.0
Perm(random-1),12,16,P3,0.49999999999999956
Perm(random-1),12,16,P4,1.0
Perm(random-1),12,16,P4_method,solved
Perm(random-1),12,16,P4-int,16.0
Perm(random-1),12,16,P5_outdeg,9.875
Perm(random-1),12,16,P5_persist,0.06640625
Perm(random-1),12,16,P6,37.853240258699316
Perm(random-1),12,16,P7(1),253.24237137765766
Perm(random-1),12,16,P7(2),252.06153846153848
Perm(random-1),12,16,P7_method,enumerate
Perm(random-1),12,16,P7_se,0.0
Perm(random-1),12,16,P8,0.061718750000000024
Perm(random-1),12,16,P8_min,0.008333333333333337
Perm(random-2),13,1,P1(a=0),256.0
Perm(random-2),13,1,P1(a=1),255.99999999999994
Perm(random-2),13,1,P1(a=2),256.0
Perm(random-2),13,1,P2,256.0
Perm(random-2),13,1,P2_mean,256.0
Perm(random-2),13,1,P3,0.49999999999999956
Perm(random-2),13,1,P4,nan
Perm(random-2),13,1,P4_method,not-solved
Perm(random-2),13,1,P4-int,256.0
Perm(random-2),13,1,P5_outdeg,1.0
Perm(random-2),13,1,P5_persist,0.00390625
Perm(random-2),13,1,P6,354.891356446692
Perm(random-2),13,1,P7(1),255.99999999999994
Perm(random-2),13,1,P7(2),256.0
Perm(random-2),13,1,P7_method,enumerate
Perm(random-2),13,1,P7_se,0.0
Perm(random-2),13,1,P8,0.8047181372549024
Perm(random-2),13,1,P8_min,0.7490196078431376
Perm(random-2),13,2,P1(a=0),128.0
Perm(random-2),13,2,P1(a=1),127.99999999999997
Perm(random-2),13,2,P1(a=2),128.0
Perm(random-2),13,2,P2,128.0
Perm(random-2),13,2,P2_mean,128.0
Perm(random-2),13,2,P3,0.49999999999999956
Perm(random-2),13,2,P4,nan
Perm(random-2),13,2,P4_method,not-solved
Perm(random-2),13,2,P4-int,128.0
Perm(random-2),13,2,P5_outdeg,2.0
Perm(random-2),13,2,P5_persist,0.015625
Perm(random-2),13,2,P6,266.168517335019
Perm(random-2),13,2,P7(1),254.61745241181015
Perm(random-2),13,2,P7(2),254.015503875969
Perm(random-2),13,2,P7_method,enumerate
Perm(random-2),13,2,P7_se,0.0
Perm(random-2),13,2,P8,0.6640625000000003
Perm(random-2),13,2,P8_min,0.5000000000000002
Perm(random-2),13,4,P1(a=0),64.0
Perm(random-2),13,4,P1(a=1),63.999999999999986
Perm(random-2),13,4,P1(a=2),64.0
Perm(random-2),13,4,P2,64.0
Perm(random-2),13,4,P2_mean,64.0
Perm(random-2),13,4,P3,0.49999999999999956
Perm(random-2),13,4,P4,1.0
Perm(random-2),13,4,P4_method,solved
Perm(random-2),13,4,P4-int,64.0
Perm(random-2),13,4,P5_outdeg,3.953125
Perm(random-2),13,4,P5_persist,0.0234375
Perm(random-2),13,4,P6,178.4853989941859
Perm(random-2),13,4,P7(1),254.61745241181015
Perm(random-2),13,4,P7(2),254.015503875969
Perm(random-2),13,4,P7_method,enumerate
Perm(random-2),13,4,P7_se,0.0
Perm(random-2),13,4,P8,0.4601314484126987
Perm(random-2),13,4,P8_min,0.23015873015873028
Perm(random-2),13,8,P1(a=0),32.0
Perm(random-2),13,8,P1(a=1),32.0
Perm(random-2),13,8,P1(a=2),32.0
Perm(random-2),13,8,P2,32.0
Perm(random-2),13,8,P2_mean,32.0
Perm(random-2),13,8,P3,0.49999999999999956
Perm(random-2),13,8,P4,1.0
Perm(random-2),13,8,P4_method,solved
Perm(random-2),13,8,P4-int,32.0
Perm(random-2),13,8,P5_outdeg,7.15625
Perm(random-2),13,8,P5_persist,0.03515625
Perm(random-2),13,8,P6,98.34195012111451
Perm(random-2),13,8,P7(1),254.61745241181015
Perm(random-2),13,8,P7(2),254.015503875969
